我的收藏,#genre#
cctv3,http://39.134.65.173/PLTV/88888888/224/3221225799/index.m3u8
cctv3,http://39.134.65.183/PLTV/88888888/224/3221225799/index.m3u8
cctv3,http://39.134.65.175/PLTV/88888888/224/3221225799/index.m3u8

cctv4,http://hms284nc1972679584.live.aikan.miguvideo.com/wh7f454c46tw3805527088_-1274597418/wd_r2/cctv/cctv4hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208130309&ContentId=265667639&timezone=UTC&mtv_session=2dd2ab7bfb6b74ffa7cc9e8d7b6e5ed2&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=d34ff8f1c5a38b07fa8b2d3d15e755a2
cctv4,https://live.goodiptv.club/api/cqyx.php?id=cctv4HD
cctv4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
cctv4,http://jycb.f3322.net:85/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
cctv4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
cctv4,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
cctv4,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001221/index.m3u8
cctv4,http://221.2.36.34:8888/newlive/live/hls/5/live.m3u8
cctv4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
cctv4,http://183.196.25.171:808/hls/4/index.m3u8
cctv4,https://live.goodiptv.club/api/bestv.php?id=cctv4hd8m/8000000
cctv4,http://cyz32.livehbindex.hbcatv.cn/live/5b0dff5235e94ba8bff8731427145289.m3u8?bitrate=2300&pt=5
cctv4,http://api2.52tb.xyz/info?id=5&token=20230326xflvzc
cctv4,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226223/index.m3u8
cctv4,http://219.140.56.34:3333/tsfile/live/1004_1.m3u8
cctv4,https://live.goodiptv.club/api/yqgd.php?id=cctv4

cctv5+,http://hms184nc1972679574.live.aikan.miguvideo.com/wh7f454c46tw4035956330_-1197773273/wd_r2/cctv/cctv5plusnew/2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208130700&ContentId=265106763&timezone=UTC&mtv_session=b1d7170ccd660150baa2e9435d787064&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=dfe2cfbc447ddc224a226f33be3d0f39
cctv5+,https://live.goodiptv.club/api/cqyx.php?id=cctv5SportHD
cctv5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
cctv5+,http://jycb.f3322.net:85/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
cctv5+,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226221/index.m3u8
cctv5+,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001008/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
cctv5+,http://221.2.36.34:8888/newlive/live/hls/7/live.m3u8
cctv5+,http://39.134.66.110/PLTV/88888888/224/3221225507/index.m3u8
cctv5+,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
cctv5+,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
cctv5+,https://live.goodiptv.club/api/bestv.php?id=cctv5phd8m/8000000
cctv5+,http://api2.52tb.xyz/info?id=7&token=20230326xflvzc
cctv5+,http://39.134.66.66/PLTV/88888888/224/3221225507/index.m3u8
cctv5+,http://39.134.65.181/PLTV/88888888/224/3221225507/index.m3u8
cctv5+,http://39.134.65.173/PLTV/88888888/224/3221225507/index.m3u8
cctv5+,http://39.134.65.183/PLTV/88888888/224/3221225507/index.m3u8
cctv5+,http://39.134.65.175/PLTV/88888888/224/3221225507/index.m3u8

cctv5,http://hms304nc1972679586.live.aikan.miguvideo.com/wh7f454c46tw3939139141_-877857276/wd_r2/cctv/cctv5hdnew/2500/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208130523&ContentId=265667565&timezone=UTC&mtv_session=e95834282573288096f63eab8a028447&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=12a070f46793605fdbff0e1132d2d0d8
cctv5,https://live.goodiptv.club/api/cqyx.php?id=cctv5HD
cctv5,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
cctv5,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
cctv5,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001850/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
cctv5,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001187/index.m3u8
cctv5,http://39.134.66.110/PLTV/88888888/224/3221225818/index.m3u8
cctv5,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
cctv5,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
cctv5,http://183.196.25.171:808/hls/78/index.m3u8
cctv5,https://live.goodiptv.club/api/bestv.php?id=cctv58m/8000000
cctv5,http://cyz32.livehbindex.hbcatv.cn/live/500000206cd748d58f41b13aa2754139.m3u8?bitrate=2300&pt=5
cctv5,http://api2.52tb.xyz/info?id=6&token=20230326xflvzc
cctv5,http://39.134.67.226/PLTV/88888888/224/3221225818/index.m3u8
cctv5,http://39.134.65.179/PLTV/88888888/224/3221225818/index.m3u8
cctv5,http://39.134.65.181/PLTV/88888888/224/3221225818/index.m3u8
cctv5,http://39.134.65.173/PLTV/88888888/224/3221225818/index.m3u8

cctv6,http://hms424nc1972679598.live.aikan.miguvideo.com/wh7f454c46tw2025729208_-189538202/wd_r2/ocn/cctv6hd/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=182.149.232.3&timestamp=20230115084415&ContentId=265667482&timezone=UTC&mtv_session=0ac4193cdf07336c58fe3cdb4aac34a4&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=158f70fd4d75270c1810f0c735e78e18
cctv6,https://live.goodiptv.club/api/cqyx.php?id=cctv6HD
cctv6,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8
cctv6,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001859/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
cctv6,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001188/index.m3u8
cctv6,http://39.134.66.110/PLTV/88888888/224/3221225814/index.m3u8
cctv6,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8
cctv6,http://183.196.25.171:808/hls/76/index.m3u8
cctv6,https://live.goodiptv.club/api/bestv.php?id=cctv6hd8m/8000000
cctv6,http://cyz32.livehbindex.hbcatv.cn/live/50000020da6d4c40a2ca3b1bdc786016.m3u8?bitrate=2300&pt=5
cctv6,http://api2.52tb.xyz/info?id=8&token=20230326xflvzc
cctv6,http://39.134.65.181/PLTV/88888888/224/3221225814/index.m3u8
cctv6,http://39.134.65.173/PLTV/88888888/224/3221225814/index.m3u8
cctv6,http://39.134.65.183/PLTV/88888888/224/3221225814/index.m3u8
cctv6,http://39.134.65.175/PLTV/88888888/224/3221225814/index.m3u8
cctv6,http://39.134.65.177/PLTV/88888888/224/3221225814/index.m3u8

cctv7,http://hms284nc1972679584.live.aikan.miguvideo.com/wh7f454c46tw4211155753_-1040212167/migu/kailu/20200324/cctv7hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208130955&ContentId=265667268&timezone=UTC&mtv_session=f4a3cbeaf77fa614aed3843cb206bc06&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=38b55b6566aab32075f6169e2d955603
cctv7,https://live.goodiptv.club/api/cqyx.php?id=cctv7HD
cctv7,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
cctv7,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001291/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
cctv7,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001236/index.m3u8
cctv7,http://221.2.36.34:8888/newlive/live/hls/9/live.m3u8
cctv7,http://39.134.66.110/PLTV/88888888/224/3221225671/index.m3u8
cctv7,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
cctv7,http://183.196.25.171:808/hls/7/index.m3u8
cctv7,https://live.goodiptv.club/api/bestv.php?id=cctv7hd8m/8000000
cctv7,http://cyz32.livehbindex.hbcatv.cn/live/500000204daa45af99b5800a528fac21.m3u8?bitrate=2300&pt=5
cctv7,http://api2.52tb.xyz/info?id=9&token=20230326xflvzc
cctv7,http://39.134.65.179/PLTV/88888888/224/3221225671/index.m3u8
cctv7,http://39.134.65.164/PLTV/88888888/224/3221225671/index.m3u8
cctv7,http://39.134.65.181/PLTV/88888888/224/3221225671/index.m3u8
cctv7,http://39.134.65.173/PLTV/88888888/224/3221225671/index.m3u8
cctv7,http://39.134.65.183/PLTV/88888888/224/3221225671/index.m3u8
cctv7,http://39.134.66.2/PLTV/88888888/224/3221225671/index.m3u8

cctv8,http://hms84nc1972679564.live.aikan.miguvideo.com/wh7f454c46tw2243817462_1836799824/wd_r2/ocn/cctv8hd/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=182.149.232.3&timestamp=20230115084753&ContentId=265667466&timezone=UTC&mtv_session=077374df50cdebf0ab55b2ec30d2f01a&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=8b9b358180e9e344fe45e67912ce6985
cctv8,https://live.goodiptv.club/api/cqyx.php?id=cctv8HD
cctv8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
cctv8,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8
cctv8,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001869/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
cctv8,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001189/index.m3u8
cctv8,http://39.134.66.110/PLTV/88888888/224/3221225795/index.m3u8
cctv8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
cctv8,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
cctv8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8
cctv8,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
cctv8,http://183.196.25.171:808/hls/77/index.m3u8
cctv8,https://live.goodiptv.club/api/bestv.php?id=cctv8hd8m/8000000
cctv8,http://cyz32.livehbindex.hbcatv.cn/live/500000202d8c4f56ba03e623caa09f1b.m3u8?bitrate=2300&pt=5
cctv8,http://api2.52tb.xyz/info?id=10&token=20230326xflvzc
cctv8,http://39.134.65.181/PLTV/88888888/224/3221225795/index.m3u8
cctv8,http://39.134.65.173/PLTV/88888888/224/3221225795/index.m3u8
cctv8,http://39.134.65.183/PLTV/88888888/224/3221225795/index.m3u8
cctv8,http://39.134.65.175/PLTV/88888888/224/3221225795/index.m3u8
cctv8,http://39.134.65.177/PLTV/88888888/224/3221225795/index.m3u8

cctv9,http://hms444nc1972679601.live.aikan.miguvideo.com/wh7f454c46tw4260577431_-1084507862/migu/kailu/20200324/cctv9hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208131044&ContentId=265667202&timezone=UTC&mtv_session=9444a4df4cb7524a1ec85c4d44200abc&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=efdbccd2a72ff1ba2eabbf08f475f7c6
cctv9,https://live.goodiptv.club/api/cqyx.php?id=cctv9HD
cctv9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
cctv9,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
cctv9,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001294/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
cctv9,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001237/index.m3u8
cctv9,http://221.2.36.34:8888/newlive/live/hls/11/live.m3u8
cctv9,http://39.134.66.110/PLTV/88888888/224/3221225676/index.m3u8
cctv9,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
cctv9,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
cctv9,http://183.196.25.171:808/hls/9/index.m3u8
cctv9,https://live.goodiptv.club/api/bestv.php?id=cctv9hd8m/8000000
cctv9,http://cyz32.livehbindex.hbcatv.cn/live/50000020edf54f6c92778d0ccdfcca30.m3u8?bitrate=2300&pt=5
cctv9,http://api2.52tb.xyz/info?id=11&token=20230326xflvzc
cctv9,http://39.134.66.46/PLTV/88888888/224/3221225676/index.m3u8
cctv9,http://39.134.65.179/PLTV/88888888/224/3221225676/index.m3u8
cctv9,http://39.134.65.181/PLTV/88888888/224/3221225676/index.m3u8
cctv9,http://39.134.65.166/PLTV/88888888/224/3221225676/index.m3u8
cctv9,http://39.134.65.183/PLTV/88888888/224/3221225676/index.m3u8
cctv9,http://39.134.65.173/PLTV/88888888/224/3221225676/index.m3u8

cctv10,http://hms424nc1972679599.live.aikan.miguvideo.com/wh7f454c46tw2383135402_1265174830/wd_r2/ocn/cctv10hd/3000/01.m3u8?msisdn=19115966146&Channel_ID=0119_04102000-99000_400300000040002&client_ip=182.149.232.3&timestamp=20230115085013&ContentId=265667631&timezone=UTC&mtv_session=451a79654bec6f8926b5017302146772&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=e74690616e29be77ff1a1992b303b861
cctv10,https://live.goodiptv.club/api/cqyx.php?id=cctv10HD
cctv10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
cctv10,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
cctv10,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001288/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
cctv10,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001238/index.m3u8
cctv10,http://221.2.36.34:8888/newlive/live/hls/12/live.m3u8
cctv10,http://39.134.66.110/PLTV/88888888/224/3221225677/index.m3u8
cctv10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
cctv10,http://183.196.25.171:808/hls/10/index.m3u8
cctv10,https://live.goodiptv.club/api/bestv.php?id=cctv10hd8m/8000000
cctv10,http://cyz32.livehbindex.hbcatv.cn/live/a66832f3323643189c3a0e91f9fad3e3.m3u8?bitrate=2300&pt=5
cctv10,http://api2.52tb.xyz/info?id=12&token=20230326xflvzc
cctv10,http://39.134.65.179/PLTV/88888888/224/3221225677/index.m3u8
cctv10,http://39.134.65.164/PLTV/88888888/224/3221225677/index.m3u8
cctv10,http://39.134.65.166/PLTV/88888888/224/3221225677/index.m3u8
cctv10,http://39.134.65.181/PLTV/88888888/224/3221225677/index.m3u8
cctv10,http://39.134.65.183/PLTV/88888888/224/3221225677/index.m3u8
cctv10,http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8

cctv11,https://live.goodiptv.club/api/cqyx.php?id=cctv11HD
cctv11,http://120.196.232.124:8088/rrs03.hw.gmcc.net/PLTV/651/224/3221226714/1.m3u8?
cctv11,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226240/index.m3u8
cctv11,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001327/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
cctv11,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001309/index.m3u8
cctv11,http://221.2.36.34:8888/newlive/live/hls/13/live.m3u8
cctv11,http://183.196.25.171:808/hls/11/index.m3u8
cctv11,https://live.goodiptv.club/api/bestv.php?id=cctv11hd8m/8000000
cctv11,http://cyz32.livehbindex.hbcatv.cn/live/5000002086444f0886ad7032ad8f756b.m3u8?bitrate=2300&pt=5
cctv11,http://api2.52tb.xyz/info?id=13&token=20230326xflvzc
cctv11,http://219.140.56.34:3333/tsfile/live/1011_1.m3u8
cctv11,https://live.goodiptv.club/api/yqgd.php?id=cctv11

cctv12,http://hms204nc1972679577.live.aikan.miguvideo.com/wh7f454c46tw1174495643_-1245391177/migu/kailu/20200324/cctv12hd/57/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=59.49.185.88&timestamp=20230311020243&ContentId=265667607&timezone=UTC&mtv_session=7581c6271c0379b8ca8b268ff7804765&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=3906a8574a42ff13aba3e255be4cd8e3
cctv12,https://live.goodiptv.club/api/cqyx.php?id=cctv12HD
cctv12,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226190/index.m3u8
cctv12,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001289/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
cctv12,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001239/index.m3u8
cctv12,http://39.134.66.110/PLTV/88888888/224/3221225669/index.m3u8
cctv12,http://183.196.25.171:808/hls/12/index.m3u8
cctv12,https://live.goodiptv.club/api/bestv.php?id=cctv12hd8m/8000000
cctv12,http://cyz32.livehbindex.hbcatv.cn/live/fbe7688bc539461da71ff649e4ba1d75.m3u8?bitrate=2300&pt=5
cctv12,http://api2.52tb.xyz/info?id=14&token=20230326xflvzc
cctv12,http://39.134.66.66/PLTV/88888888/224/3221225669/index.m3u8
cctv12,http://39.134.65.179/PLTV/88888888/224/3221225669/index.m3u8
cctv12,http://39.134.65.164/PLTV/88888888/224/3221225669/index.m3u8
cctv12,http://39.134.65.181/PLTV/88888888/224/3221225669/index.m3u8
cctv12,http://39.134.65.166/PLTV/88888888/224/3221225669/index.m3u8
cctv12,http://39.134.65.173/PLTV/88888888/224/3221225669/index.m3u8

cctv13,http://hms184nc1972679575.live.aikan.miguvideo.com/wh7f454c46tw946205927_-649996709/envivo_x/2018/SD/cctv13/2000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=112.45.97.120&timestamp=20230208132705&ContentId=265667474&timezone=UTC&mtv_session=36bf599c0c4bc785fd46aaf0ba40ffe7&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=91a8a1c4652526079a5b0e294d5bc18d
cctv13,https://live.goodiptv.club/api/cqyx.php?id=cctv13HD
cctv13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
cctv13,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
cctv13,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001328/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
cctv13,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001328/index.m3u8
cctv13,http://221.2.36.34:8888/newlive/live/hls/15/live.m3u8
cctv13,http://183.196.25.171:808/hls/13/index.m3u8
cctv13,https://live.goodiptv.club/api/bestv.php?id=cctv13xwhd8m/8000000
cctv13,http://cyz32.livehbindex.hbcatv.cn/live/5000002081f5478882f00a0f9be4b01f.m3u8?bitrate=2300&pt=5
cctv13,http://api2.52tb.xyz/info?id=15&token=20230326xflvzc
cctv13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
cctv13,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
cctv13,http://39.134.67.99/PLTV/88888888/224/3221225812/index.m3u8
cctv13,http://39.135.138.60:18890/PLTV/88888910/224/3221225638/index.m3u8
cctv13,https://live.goodiptv.club/api/yqgd.php?id=cctv13

cctv14,http://hms344nc1972679590.live.aikan.miguvideo.com/wh7f454c46tw1297666621_-728046298/wd_r2/ocn/cctv14hd/3000/01.m3u8?msisdn=guest&Channel_ID=0119_04102000-99000_400300000040002&client_ip=59.49.185.88&timestamp=20230311020446&ContentId=265667325&timezone=UTC&mtv_session=ad6cfd6b6dabe31801ca54a4c87f1bac&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=2757ab80a8dee98edfcfd1ee767a17b8
cctv14,https://live.goodiptv.club/api/cqyx.php?id=cctv14HD
cctv14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
cctv14,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
cctv14,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
cctv14,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001240/index.m3u8
cctv14,http://221.2.36.34:8888/newlive/live/hls/16/live.m3u8
cctv14,http://39.134.66.110/PLTV/88888888/224/3221225674/index.m3u8
cctv14,http://183.196.25.171:808/hls/14/index.m3u8
cctv14,https://live.goodiptv.club/api/bestv.php?id=cctvsehd8m/8000000
cctv14,http://cyz32.livehbindex.hbcatv.cn/live/8a22035194884b1eb5515aac434c313c.m3u8?bitrate=2300&pt=5
cctv14,http://api2.52tb.xyz/info?id=16&token=20230326xflvzc
cctv14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
cctv14,http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8
cctv14,http://39.134.65.179/PLTV/88888888/224/3221225674/index.m3u8
